,scenario,run,acc,f1_score,auroc
324,syn_wal_38_to_dp_wal_38,4,0.3500,0.3423,0.6967
325,syn_wal_38_to_dp_wal_38,5,0.3500,0.3762,0.6858
326,syn_wal_38_to_dp_wal_38,6,0.3000,0.3074,0.6983
327,syn_wal_38_to_dp_wal_38,7,0.3250,0.3409,0.6825
328,syn_wal_38_to_dp_wal_38,8,0.3750,0.3883,0.7200
329,syn_wal_38_to_dp_wal_38,9,0.3750,0.3921,0.7258
330,syn_wal_39_to_dp_wal_39,0,0.6000,0.5167,0.9483
331,syn_wal_39_to_dp_wal_39,1,0.7500,0.6500,0.9742
332,syn_wal_39_to_dp_wal_39,2,0.7500,0.6500,0.9992
333,syn_wal_39_to_dp_wal_39,3,0.7000,0.6043,0.9642
334,syn_wal_39_to_dp_wal_39,4,0.7500,0.6506,0.9625
335,syn_wal_39_to_dp_wal_39,5,0.7750,0.7038,0.9883
336,syn_wal_39_to_dp_wal_39,6,0.7250,0.6278,0.9725
337,syn_wal_39_to_dp_wal_39,7,0.7500,0.6506,0.9900
338,syn_wal_39_to_dp_wal_39,8,0.7500,0.6558,0.9892
339,syn_wal_39_to_dp_wal_39,9,0.5250,0.4246,0.9342
340,syn_wal_40_to_dp_wal_40,0,0.4750,0.3896,0.8067
341,syn_wal_40_to_dp_wal_40,1,0.4250,0.3482,0.8208
342,syn_wal_40_to_dp_wal_40,2,0.4750,0.3889,0.8600
343,syn_wal_40_to_dp_wal_40,3,0.3250,0.2509,0.8258
344,syn_wal_40_to_dp_wal_40,4,0.5000,0.3750,0.7950
345,syn_wal_40_to_dp_wal_40,5,0.4250,0.3278,0.7675
346,syn_wal_40_to_dp_wal_40,6,0.4500,0.4137,0.8658
347,syn_wal_40_to_dp_wal_40,7,0.4750,0.3889,0.7850
348,syn_wal_40_to_dp_wal_40,8,0.4250,0.3482,0.8183
349,syn_wal_40_to_dp_wal_40,9,0.4000,0.3977,0.7700
350,syn_wal_41_to_dp_wal_41,0,0.5250,0.4606,0.7933
351,syn_wal_41_to_dp_wal_41,1,0.6250,0.5568,0.8033
352,syn_wal_41_to_dp_wal_41,2,0.4750,0.4611,0.7542
353,syn_wal_41_to_dp_wal_41,3,0.5000,0.4394,0.7608
354,syn_wal_41_to_dp_wal_41,4,0.5750,0.4994,0.7708
355,syn_wal_41_to_dp_wal_41,5,0.5500,0.4845,0.7750
356,syn_wal_41_to_dp_wal_41,6,0.6500,0.5670,0.7858
357,syn_wal_41_to_dp_wal_41,7,0.4250,0.4121,0.7800
358,syn_wal_41_to_dp_wal_41,8,0.6000,0.5179,0.8050
359,syn_wal_41_to_dp_wal_41,9,0.4750,0.4319,0.7683
360,syn_wal_42_to_dp_wal_42,0,0.2750,0.2192,0.7033
